Year,Metric,Correlation,P-value,N,Significance
2015,GDP per Capita,-0.10376657087584108,0.18071942726821769,168,ns
2015,Health Expenditure (% GDP),0.09602106255100978,0.5071168947408005,50,ns
2015,Vaccine Hesitancy (%),0.1644297707715969,0.19416034388539363,64,ns
2015,Urban Population (%),-0.17086327168022217,0.024183656129148773,174,*
2015,Birth Rate,0.23259904835861614,0.0020113495100871123,174,**
2015,Net Migration,0.0007344850784060771,0.992347918886537,173,ns
2015,Population Density,-0.18666950471778299,0.013651318149441144,174,*
2015,Political Stability Index,-0.310458449481784,3.056677069883763e-05,174,***
2015,Household Size,0.2286771950216849,0.00420995204022654,155,**
2015,Vaccine Coverage 1st Dose (%),-0.21415029351671472,0.004547268385718144,174,**
2015,Vaccine Coverage 2nd Dose (%),-0.013171670316483475,0.8776916956087061,139,ns
