Year,Metric,Correlation,P-value,N,Significance
2014,GDP per Capita,0.12362590126083697,0.5560293721098579,25,ns
2014,Urban Population (%),-0.1274302803883898,0.5438412192943255,25,ns
2014,Birth Rate,0.4866219770722801,0.013634556187248776,25,*
2014,Net Migration,0.11318580795826769,0.5900995146043546,25,ns
2014,Population Density,-0.46698770426319286,0.018598544073967986,25,*
2014,Political Stability Index,-0.6402312878727862,0.0005667168941266849,25,***
2014,Household Size,0.4174851457292998,0.0378509928783677,25,*
2014,Vaccine Coverage 1st Dose (%),-0.6101695367954937,0.0012002735292725609,25,**
2014,Vaccine Coverage 2nd Dose (%),-0.3156642661227481,0.12426275607273307,25,ns
2014,Year,,,25,
