Year,Metric,Correlation,P-value,N,Significance
2013,GDP per Capita,0.07103957876596367,0.7415058599612796,24,ns
2013,"Current Health Expenditure Per Capita, Ppp (Current International $)",-0.08568943018703784,0.6905458547397265,24,ns
2013,Urban Population (%),0.006088280204808325,0.9774753056523512,24,ns
2013,Birth Rate,0.20700152696348306,0.3317840883810981,24,ns
2013,Net Migration,-0.021308980716829143,0.9212730221991137,24,ns
2013,Population Density,-0.5962165829137296,0.002106627986561454,24,**
2013,Political Stability Index,-0.5231572204560296,0.008709516128050092,24,**
2013,Household Size,0.4328910261222711,0.034607140523736264,24,*
2013,Vaccine Coverage 1st Dose (%),-0.4983678972936604,0.013189219041152599,24,*
2013,Vaccine Coverage 2nd Dose (%),0.18840516644517527,0.3779640359748979,24,ns
2013,Year,,,24,
