Year,Metric,Correlation,P-value,N,Significance
2013,GDP per Capita,-0.04134655761274353,0.6202401219159498,146,ns
2013,Health Expenditure (% GDP),0.13728441657204302,0.22461677035989233,80,ns
2013,Urban Population (%),-0.041416062037468386,0.6196519118923067,146,ns
2013,Birth Rate,0.16509154176422347,0.04644262394067054,146,*
2013,Net Migration,0.17040615442755042,0.03974469651343128,146,*
2013,Population Density,-0.009498651377424734,0.9094053207514429,146,ns
2013,Political Stability Index,-0.3689623919251388,4.592013725163268e-06,146,***
2013,Household Size,0.09995588994811916,0.22998442913750164,146,ns
2013,Vaccine Coverage 1st Dose (%),-0.33894683615940385,2.5096542999379264e-05,148,***
2013,Vaccine Coverage 2nd Dose (%),-0.24819654274877323,0.0024365738374516367,147,**
2013,Year,,,148,
