Year,Metric,Correlation,P-value,N,Significance
2014,GDP per Capita,-0.11376198479636927,0.17007144163791188,147,ns
2014,Health Expenditure (% GDP),-0.18539596526415136,0.2173746664124221,46,ns
2014,Urban Population (%),-0.22770407932024062,0.004782793218289745,152,**
2014,Birth Rate,0.20847269288789722,0.009954958169366897,152,**
2014,Net Migration,0.09339149610322789,0.25404801580656305,151,ns
2014,Population Density,-0.14476318304291133,0.07517215173074203,152,.
2014,Political Stability Index,-0.273800557165712,0.0006419584048987892,152,***
2014,Household Size,0.1577546710783598,0.06764579552498488,135,.
2014,Vaccine Coverage 1st Dose (%),-0.36841854536143026,2.7914220846065854e-06,153,***
2014,Vaccine Coverage 2nd Dose (%),-0.16284422456787748,0.08071191691107676,116,.
