Year,Metric,Correlation,P-value,N,Significance
2014,GDP per Capita,-0.10557744467184592,0.19548508768585324,152,ns
2014,Health Expenditure (% GDP),-0.22504341537867734,0.011292444782892501,126,*
2014,Urban Population (%),-0.22770407932024062,0.004782793218289745,152,**
2014,Birth Rate,0.20847269288789722,0.009954958169366897,152,**
2014,Net Migration,0.07495606514847009,0.35873207808331065,152,ns
2014,Population Density,-0.14476318304291133,0.07517215173074203,152,.
2014,Political Stability Index,-0.273800557165712,0.0006419584048987892,152,***
2014,Household Size,0.19350658662413672,0.01691096948955586,152,*
2014,Vaccine Coverage 1st Dose (%),-0.36728975785465695,2.7909045384323506e-06,154,***
2014,Vaccine Coverage 2nd Dose (%),-0.22555635574978736,0.005057992629207477,153,**
2014,Year,,,154,
