Year,Metric,Correlation,P-value,N,Significance
2014,GDP per Capita,0.274510163687793,0.05628615369125002,49,.
2014,Health Expenditure (% GDP),0.13122605363984674,0.36877834808004306,49,ns
2014,Urban Population (%),0.06483868299483128,0.6580404334226859,49,ns
2014,Birth Rate,0.13401355891790812,0.35860414284552256,49,ns
2014,Net Migration,0.4620569877463508,0.0008311236454925697,49,***
2014,Population Density,0.004471519236255007,0.975674091528555,49,ns
2014,Political Stability Index,-0.05967165325623062,0.68380105550882,49,ns
2014,Household Size,-0.035877606882783276,0.8066587930803135,49,ns
2014,Vaccine Coverage 1st Dose (%),0.040704899462433886,0.7812474839961591,49,ns
2014,Vaccine Coverage 2nd Dose (%),0.02372882401045526,0.8714346028931075,49,ns
2014,Year,,,49,
