Year,Metric,Correlation,P-value,N,Significance
2022,GDP per Capita,-0.4675558952409366,4.565600923836668e-10,160,***
2022,Health Expenditure (% GDP),-0.064258233525331,0.6859982768570765,42,ns
2022,Vaccine Hesitancy (%),0.18106388262488582,0.14255816906259125,67,ns
2022,Urban Population (%),-0.2976805783731363,9.818218927202113e-05,166,***
2022,Birth Rate,0.5714453845825266,8.967892030809218e-16,166,***
2022,Net Migration,-0.20427602759665014,0.008492468650481042,165,**
2022,Population Density,-0.028268725095227695,0.7176979244779709,166,ns
2022,Political Stability Index,-0.4910505731277395,1.8558553810643188e-11,166,***
2022,Household Size,0.5482208595798939,3.82643557406128e-13,150,***
2022,Vaccine Coverage 1st Dose (%),-0.24876865518392652,0.001229690368132864,166,**
2022,Vaccine Coverage 2nd Dose (%),-0.3003567153073302,0.00011387799195084097,160,***
