Year,Metric,Correlation,P-value,N,Significance
2021,GDP per Capita,-0.4797397006380972,0.01767680288223791,24,*
2021,"Current Health Expenditure Per Capita, Ppp (Current International $)",-0.19652173913043475,0.35737406951590356,24,ns
2021,Vaccine Hesitancy (%),0.19060304155705626,0.37232262167491736,24,ns
2021,Urban Population (%),-0.11913043478260868,0.579275902008125,24,ns
2021,Birth Rate,0.7253750986871633,6.0534451745353446e-05,24,***
2021,Net Migration,-0.3878260869565217,0.06112631008008123,24,.
2021,Population Density,-0.5217391304347825,0.008926065916873628,24,**
2021,Political Stability Index,-0.5356521739130434,0.006983184749703951,24,**
2021,Household Size,0.41931278433867214,0.041386034253327854,24,*
2021,Vaccine Coverage 1st Dose (%),-0.5959952841102243,0.0021167785253601353,24,**
2021,Vaccine Coverage 2nd Dose (%),-0.5766490138281116,0.003181138776807268,24,**
2021,Year,,,24,
