Year,Metric,Correlation,P-value,N,Significance
2021,GDP per Capita,-0.44924685515145407,1.4454154488188573e-08,145,***
2021,Health Expenditure (% GDP),-0.23357347924336097,0.17036469114203348,36,ns
2021,Vaccine Hesitancy (%),-0.12361024422101066,0.6364576896066758,17,ns
2021,Urban Population (%),-0.35153144582631246,9.604594828904658e-06,151,***
2021,Birth Rate,0.569981489766294,2.1973853934137375e-14,151,***
2021,Net Migration,-0.09958972342345082,0.22530825757671621,150,ns
2021,Population Density,-0.09584085861379973,0.24175056403897277,151,ns
2021,Political Stability Index,-0.5127221537406381,1.6921178250778375e-11,151,***
2021,Household Size,0.5195955317918391,9.059655299933653e-11,136,***
2021,Vaccine Coverage 1st Dose (%),-0.34819190299032515,1.181425868255024e-05,151,***
2021,Vaccine Coverage 2nd Dose (%),-0.3354068499185551,4.2227106568341466e-05,143,***
