Year,Metric,Correlation,P-value,N,Significance
2017,GDP per Capita,0.35412550247517405,0.0055046536031817615,60,**
2017,Health Expenditure (% GDP),0.01860877781797249,0.8877728155722886,60,ns
2017,Urban Population (%),0.07852125854214222,0.5509411801667355,60,ns
2017,Birth Rate,-0.23101236686506638,0.07575289003975538,60,.
2017,Net Migration,0.22444218514764475,0.08470411573192294,60,.
2017,Population Density,-0.048613711643653086,0.7122342537662207,60,ns
2017,Political Stability Index,-0.18275979892559485,0.16221074445573597,60,ns
2017,Household Size,-0.3375379208679032,0.008353142845295904,60,**
2017,Vaccine Coverage 1st Dose (%),0.09197368374878757,0.4846007452003517,60,ns
2017,Vaccine Coverage 2nd Dose (%),-0.08306965510464204,0.5280332561518126,60,ns
2017,Year,,,60,
