Year,Metric,Correlation,P-value,N,Significance
2018,GDP per Capita,-0.05821611609328251,0.44544208050517875,174,ns
2018,Health Expenditure (% GDP),-0.24228985334378633,0.08670751294686593,51,.
2018,Urban Population (%),-0.10184042228205675,0.17371813567896985,180,ns
2018,Birth Rate,0.07643008875182326,0.30783949298674873,180,ns
2018,Net Migration,-0.08217269934928817,0.27415495120515815,179,ns
2018,Population Density,-0.0800359978496642,0.28550737885650274,180,ns
2018,Political Stability Index,-0.4125409484173815,8.683358600280468e-09,180,***
2018,Household Size,0.03593159228848883,0.6550424955542562,157,ns
2018,Vaccine Coverage 1st Dose (%),-0.23060554940784309,0.001789018497418403,181,**
2018,Vaccine Coverage 2nd Dose (%),-0.1020234937653797,0.20066522183374447,159,ns
