Year,Metric,Correlation,P-value,N,Significance
2020,GDP per Capita,-0.32720509337529863,1.4966964241064791e-05,168,***
2020,Health Expenditure (% GDP),-0.12801515236167976,0.3657733159982427,52,ns
2020,Vaccine Hesitancy (%),0.28506557744235655,0.042602118582136674,51,*
2020,Urban Population (%),-0.33903595696237665,4.734314867229785e-06,174,***
2020,Birth Rate,0.4209287803894866,7.321391240507438e-09,174,***
2020,Net Migration,-0.01743466545158212,0.8199011828192382,173,ns
2020,Population Density,-0.08142817180592346,0.28545543397503925,174,ns
2020,Political Stability Index,-0.4570521961982372,2.3048455133802765e-10,174,***
2020,Household Size,0.39193111635425937,4.989918572131161e-07,154,***
2020,Vaccine Coverage 1st Dose (%),-0.2877117123704889,0.00011833947433052574,174,***
2020,Vaccine Coverage 2nd Dose (%),-0.23309126023964977,0.002835574733801206,162,**
