Year,Metric,Correlation,P-value,N,Significance
2019,GDP per Capita,-0.06933475877885893,0.3563995017406223,179,ns
2019,Health Expenditure (% GDP),-0.05788440194655511,0.6835632575536814,52,ns
2019,Vaccine Hesitancy (%),0.283072546230441,0.08505022682811682,38,.
2019,Urban Population (%),-0.07528662179241932,0.30843352798964935,185,ns
2019,Birth Rate,0.0908980276800535,0.218503893004209,185,ns
2019,Net Migration,-0.04000951450397783,0.5897261320448679,184,ns
2019,Population Density,-0.0740407977670125,0.3165302861550369,185,ns
2019,Political Stability Index,-0.2703814347271548,0.0001974708205562475,185,***
2019,Household Size,0.0924987054893944,0.24319594895436872,161,ns
2019,Vaccine Coverage 1st Dose (%),-0.2811936187150924,0.00010564406084599901,185,***
2019,Vaccine Coverage 2nd Dose (%),-0.10655107127534301,0.16668131728487504,170,ns
