Year,Metric,Correlation,P-value,N,Significance
2017,GDP per Capita,-0.018300697027066378,0.932360421634832,24,ns
2017,Urban Population (%),0.07565217391304348,0.7253351223309568,24,ns
2017,Birth Rate,0.07826086956521738,0.7162392905010877,24,ns
2017,Net Migration,-0.09565217391304347,0.6566056616723346,24,ns
2017,Population Density,-0.3069565217391304,0.1445678681051738,24,ns
2017,Political Stability Index,-0.5078260869565216,0.011297601785925497,24,*
2017,Household Size,0.36624622864435885,0.078374264370045,24,.
2017,Vaccine Coverage 1st Dose (%),-0.41699445368815535,0.042641243395344926,24,*
2017,Vaccine Coverage 2nd Dose (%),-0.3316839688129323,0.11333694971208866,24,ns
2017,Year,,,24,
