Year,Metric,Correlation,P-value,N,Significance
2020,GDP per Capita,-0.33560057923657494,6.369430439238348e-06,173,***
2020,Health Expenditure (% GDP),-0.23315600558430888,0.004346861052801006,148,**
2020,Vaccine Hesitancy (%),0.2195962636874242,0.0036970366875944106,173,**
2020,Urban Population (%),-0.33903595696237665,4.734314867229785e-06,174,***
2020,Birth Rate,0.4209287803894866,7.321391240507438e-09,174,***
2020,Net Migration,-0.00729602977241423,0.9238789083747571,174,ns
2020,Population Density,-0.08142817180592346,0.28545543397503925,174,ns
2020,Political Stability Index,-0.4570521961982372,2.3048455133802765e-10,174,***
2020,Household Size,0.3744390627735088,3.5808308525941687e-07,174,***
2020,Vaccine Coverage 1st Dose (%),-0.27677032620868613,0.00020039692893568256,176,***
2020,Vaccine Coverage 2nd Dose (%),-0.28615582611698537,0.00011808929952839918,176,***
2020,Year,,,176,
