Year,Metric,Correlation,P-value,N,Significance
2018,GDP per Capita,0.20697860489171677,0.10650222435498718,62,ns
2018,"Current Health Expenditure Per Capita, Ppp (Current International $)",0.14555874232901325,0.2589694305102455,62,ns
2018,Urban Population (%),-0.14417297581148336,0.2635801993188662,62,ns
2018,Birth Rate,-0.14925896936140146,0.24692601712660409,62,ns
2018,Net Migration,0.11126493040740476,0.3892660981665075,62,ns
2018,Population Density,0.058633806941302526,0.6507812390233927,62,ns
2018,Political Stability Index,-0.262804337415538,0.039052055468490145,62,*
2018,Household Size,-0.31244984319301344,0.013420691195704904,62,*
2018,Vaccine Coverage 1st Dose (%),0.0751442194560098,0.5616001151953686,62,ns
2018,Vaccine Coverage 2nd Dose (%),-0.00222299252530609,0.9863188228387153,62,ns
2018,Year,,,62,
