Year,Metric,Correlation,P-value,N,Significance
2023,GDP per Capita,-0.3121243080062387,2.908485809068012e-05,173,***
2023,"Current Health Expenditure Per Capita, Ppp (Current International $)",-0.23535964824664868,0.004109278497749061,147,**
2023,Vaccine Hesitancy (%),-0.24512415397913023,0.001152157248021662,173,**
2023,Urban Population (%),-0.24294768930178975,0.0012373138609552514,174,**
2023,Birth Rate,0.41683749377458806,1.0564484173108267e-08,174,***
2023,Net Migration,-0.07757557899777169,0.3089390832632725,174,ns
2023,Population Density,-0.027207610699875626,0.7215618409814373,174,ns
2023,Political Stability Index,-0.5075720947243169,8.800583773816581e-13,174,***
2023,Household Size,0.39293105474802675,8.182820010270389e-08,174,***
2023,Vaccine Coverage 1st Dose (%),-0.19515633827756781,0.00944261549209448,176,**
2023,Vaccine Coverage 2nd Dose (%),-0.17162856657909195,0.022749648994422954,176,*
2023,Year,,,176,
