Year,Metric,Correlation,P-value,N,Significance
2017,GDP per Capita,-0.060466731250956085,0.42801816499175016,174,ns
2017,Health Expenditure (% GDP),-0.01907290110306749,0.8932401536601735,52,ns
2017,Urban Population (%),-0.11403918272562728,0.1274302305536581,180,ns
2017,Birth Rate,0.09318457900237621,0.21342538547581907,180,ns
2017,Net Migration,-0.002015847311057925,0.9786341856769567,179,ns
2017,Population Density,-0.04287485038689246,0.5676730169169808,180,ns
2017,Political Stability Index,-0.3033723280392284,3.476098169560687e-05,180,***
2017,Household Size,0.11500481779415324,0.15018214446665612,158,ns
2017,Vaccine Coverage 1st Dose (%),-0.17119854647471963,0.021204541150496917,181,*
2017,Vaccine Coverage 2nd Dose (%),-0.09744279198085266,0.2292688042378789,154,ns
