Year,Metric,Correlation,P-value,N,Significance
2021,GDP per Capita,-0.45632848318794467,4.390388430089299e-09,150,***
2021,"Current Health Expenditure Per Capita, Ppp (Current International $)",-0.5117663891388191,1.8713475749926188e-11,151,***
2021,Vaccine Hesitancy (%),0.3124439579257724,0.00010474785279282822,149,***
2021,Urban Population (%),-0.35153144582631246,9.604594828904658e-06,151,***
2021,Birth Rate,0.569981489766294,2.1973853934137375e-14,151,***
2021,Net Migration,-0.08952574434954318,0.2743210379323463,151,ns
2021,Population Density,-0.09584085861379973,0.24175056403897277,151,ns
2021,Political Stability Index,-0.5127221537406381,1.6921178250778375e-11,151,***
2021,Household Size,0.47230573648777446,9.209373358437245e-10,151,***
2021,Vaccine Coverage 1st Dose (%),-0.3474432964635057,1.0811687659614901e-05,153,***
2021,Vaccine Coverage 2nd Dose (%),-0.38479131983808307,9.06108270352144e-07,153,***
2021,Year,,,153,
