Year,Metric,Correlation,P-value,N,Significance
2016,GDP per Capita,0.5028776108907262,4.9268719364478775e-05,59,***
2016,Health Expenditure (% GDP),0.2534912189004422,0.05271934450358629,59,.
2016,Urban Population (%),0.2660242099634819,0.04169944592278677,59,*
2016,Birth Rate,-0.02444850595579224,0.8541688446849577,59,ns
2016,Net Migration,0.40291429276236146,0.0015566948544354984,59,**
2016,Population Density,-0.0013204401073695744,0.9920807408925525,59,ns
2016,Political Stability Index,-0.01998666162518492,0.8805668478453124,59,ns
2016,Household Size,-0.16197411625367933,0.22033438241224282,59,ns
2016,Vaccine Coverage 1st Dose (%),0.022774318324930886,0.8640569728648975,59,ns
2016,Vaccine Coverage 2nd Dose (%),0.11627858630934912,0.3804741509811028,59,ns
2016,Year,,,59,
