Year,Metric,Correlation,P-value,N,Significance
2021,GDP per Capita,0.5627026472545378,0.00023564395448843166,38,***
2021,"Current Health Expenditure Per Capita, Ppp (Current International $)",0.29849500525852085,0.06870885473243248,38,.
2021,Vaccine Hesitancy (%),-0.137032080663156,0.41199668505924025,38,ns
2021,Urban Population (%),0.26954161452869707,0.10173289505038094,38,ns
2021,Birth Rate,0.09281145672702353,0.5794318493138141,38,ns
2021,Net Migration,0.20744428141093513,0.2114082376834589,38,ns
2021,Population Density,0.008944529546740155,0.9574953535648059,38,ns
2021,Political Stability Index,-0.2824407214566795,0.08577877228028963,38,.
2021,Household Size,-0.052089522906306,0.7561154647111532,38,ns
2021,Vaccine Coverage 1st Dose (%),0.1967256168012802,0.23649265581201928,38,ns
2021,Vaccine Coverage 2nd Dose (%),0.2537326625965885,0.1242584252851678,38,ns
2021,Year,,,38,
