Year,Metric,Correlation,P-value,N,Significance
2017,GDP per Capita,-0.08646204298460482,0.24979985649661135,179,ns
2017,"Current Health Expenditure Per Capita, Ppp (Current International $)",-0.15149910789053633,0.042926947328676884,179,*
2017,Urban Population (%),-0.11403918272562728,0.1274302305536581,180,ns
2017,Birth Rate,0.09318457900237621,0.21342538547581907,180,ns
2017,Net Migration,0.0073812054433285415,0.9216617686906299,180,ns
2017,Population Density,-0.04287485038689246,0.5676730169169808,180,ns
2017,Political Stability Index,-0.3033723280392284,3.476098169560687e-05,180,***
2017,Household Size,0.11139876963316189,0.13654086001692586,180,ns
2017,Vaccine Coverage 1st Dose (%),-0.1641440463640998,0.026814517563796426,182,*
2017,Vaccine Coverage 2nd Dose (%),-0.14841131016821563,0.04616379087147901,181,*
2017,Year,,,182,
