Year,Metric,Correlation,P-value,N,Significance
2016,GDP per Capita,0.07407424987145915,0.7308545584640962,24,ns
2016,Vaccine Hesitancy (%),0.06255432421712243,0.7715277405750074,24,ns
2016,Urban Population (%),0.05826086956521739,0.7868436161547347,24,ns
2016,Birth Rate,0.14869565217391303,0.48803379955072457,24,ns
2016,Net Migration,0.0008695652173913043,0.9967824967252694,24,ns
2016,Population Density,-0.4356521739130434,0.033343241979290644,24,*
2016,Political Stability Index,-0.07478260869565216,0.7283751615575544,24,ns
2016,Household Size,0.3179643623978935,0.1299862662498517,24,ns
2016,Vaccine Coverage 1st Dose (%),-0.16844406054986577,0.4314000417769236,24,ns
2016,Vaccine Coverage 2nd Dose (%),-0.014630339119189099,0.9459043268446818,24,ns
2016,Year,,,24,
